event_id,customer_id,event_month,event_date,event_type,mrr_delta,mrr_after_event
A-432483-2024-11,A-432483,2024-11,2024-11-30,expansion,1519.0,24931.0
A-439b2f-2024-03,A-439b2f,2024-03,2024-03-31,new,133.0,133.0
A-439b2f-2024-05,A-439b2f,2024-05,2024-05-31,expansion,313.0,446.0
A-439b2f-2024-07,A-439b2f,2024-07,2024-07-31,expansion,76.0,522.0
A-439b2f-2024-12,A-439b2f,2024-12,2024-12-31,expansion,1274.0,1796.0
A-43a9e3-2023-09,A-43a9e3,2023-09,2023-09-30,new,418.0,418.0
A-43a9e3-2023-11,A-43a9e3,2023-11,2023-11-30,expansion,5914.0,6332.0
A-43a9e3-2024-02,A-43a9e3,2024-02,2024-02-29,expansion,1764.0,8096.0
A-43a9e3-2024-03,A-43a9e3,2024-03,2024-03-31,expansion,1026.0,9122.0
A-43a9e3-2024-07,A-43a9e3,2024-07,2024-07-31,expansion,882.0,10004.0
A-4437e4-2023-11,A-4437e4,2023-11,2023-11-30,new,323.0,323.0
A-4437e4-2024-02,A-4437e4,2024-02,2024-02-29,expansion,3724.0,4047.0
A-4437e4-2024-04,A-4437e4,2024-04,2024-04-30,expansion,597.0,4644.0
A-4437e4-2024-05,A-4437e4,2024-05,2024-05-31,expansion,597.0,5241.0
A-4437e4-2024-07,A-4437e4,2024-07,2024-07-31,expansion,6368.0,11609.0
A-4437e4-2024-08,A-4437e4,2024-08,2024-08-31,expansion,4260.0,15869.0
A-4437e4-2024-10,A-4437e4,2024-10,2024-10-31,expansion,1194.0,17063.0
A-4437e4-2024-12,A-4437e4,2024-12,2024-12-31,expansion,768.0,17831.0
A-443b7c-2024-09,A-443b7c,2024-09,2024-09-30,new,14859.0,14859.0
A-443b7c-2024-10,A-443b7c,2024-10,2024-10-31,expansion,6657.0,21516.0
A-443b7c-2024-11,A-443b7c,2024-11,2024-11-30,expansion,2071.0,23587.0
A-443b7c-2024-12,A-443b7c,2024-12,2024-12-31,expansion,475.0,24062.0
A-443f6f-2024-12,A-443f6f,2024-12,2024-12-31,new,13594.0,13594.0
A-44dc83-2024-06,A-44dc83,2024-06,2024-06-30,new,456.0,456.0
A-45ce7a-2023-08,A-45ce7a,2023-08,2023-08-31,new,784.0,784.0
A-45ce7a-2024-02,A-45ce7a,2024-02,2024-02-29,expansion,342.0,1126.0
A-45ce7a-2024-03,A-45ce7a,2024-03,2024-03-31,expansion,3184.0,4310.0
A-45ce7a-2024-04,A-45ce7a,2024-04,2024-04-30,expansion,418.0,4728.0
A-45ce7a-2024-06,A-45ce7a,2024-06,2024-06-30,contraction,-784.0,3944.0
A-45ce7a-2024-09,A-45ce7a,2024-09,2024-09-30,expansion,304.0,4248.0
A-45ce7a-2024-11,A-45ce7a,2024-11,2024-11-30,expansion,3184.0,7432.0
A-462d45-2024-01,A-462d45,2024-01,2024-01-31,new,1691.0,1691.0
A-462d45-2024-02,A-462d45,2024-02,2024-02-29,expansion,10985.0,12676.0
A-462d45-2024-03,A-462d45,2024-03,2024-03-31,expansion,882.0,13558.0
A-462d45-2024-04,A-462d45,2024-04,2024-04-30,expansion,1159.0,14717.0
A-462d45-2024-05,A-462d45,2024-05,2024-05-31,expansion,1470.0,16187.0
A-462d45-2024-06,A-462d45,2024-06,2024-06-30,contraction,-1691.0,14496.0
A-462d45-2024-08,A-462d45,2024-08,2024-08-31,expansion,2786.0,17282.0
A-462d45-2024-11,A-462d45,2024-11,2024-11-30,expansion,2989.0,20271.0
A-462d45-2024-12,A-462d45,2024-12,2024-12-31,expansion,1470.0,21741.0
A-463db0-2024-12,A-463db0,2024-12,2024-12-31,new,13266.0,13266.0
A-474ad4-2023-12,A-474ad4,2023-12,2023-12-31,new,513.0,513.0
A-474ad4-2024-01,A-474ad4,2024-01,2024-01-31,expansion,1270.0,1783.0
A-474ad4-2024-03,A-474ad4,2024-03,2024-03-31,expansion,2597.0,4380.0
A-474ad4-2024-04,A-474ad4,2024-04,2024-04-30,expansion,152.0,4532.0
A-474ad4-2024-07,A-474ad4,2024-07,2024-07-31,expansion,833.0,5365.0
A-474ad4-2024-09,A-474ad4,2024-09,2024-09-30,expansion,392.0,5757.0
A-474ad4-2024-11,A-474ad4,2024-11,2024-11-30,expansion,1592.0,7349.0
A-474ad4-2024-12,A-474ad4,2024-12,2024-12-31,expansion,4776.0,12125.0
A-4814a3-2024-09,A-4814a3,2024-09,2024-09-30,new,4263.0,4263.0
A-4814a3-2024-10,A-4814a3,2024-10,2024-10-31,expansion,18966.0,23229.0
A-4814a3-2024-11,A-4814a3,2024-11,2024-11-30,expansion,43152.0,66381.0
A-4814a3-2024-12,A-4814a3,2024-12,2024-12-31,expansion,21576.0,87957.0
A-484819-2023-02,A-484819,2023-02,2023-02-28,new,3582.0,3582.0
A-484819-2023-05,A-484819,2023-05,2023-05-31,expansion,3582.0,7164.0
A-484819-2023-06,A-484819,2023-06,2023-06-30,expansion,342.0,7506.0
A-484819-2024-01,A-484819,2024-01,2024-01-31,expansion,3582.0,11088.0
A-484819-2024-05,A-484819,2024-05,2024-05-31,expansion,5516.0,16604.0
A-484819-2024-07,A-484819,2024-07,2024-07-31,expansion,418.0,17022.0
A-484819-2024-08,A-484819,2024-08,2024-08-31,contraction,-342.0,16680.0
A-484819-2024-09,A-484819,2024-09,2024-09-30,contraction,-5174.0,11506.0
A-484819-2024-11,A-484819,2024-11,2024-11-30,expansion,3582.0,15088.0
A-49b828-2023-05,A-49b828,2023-05,2023-05-31,new,465.0,465.0
A-49b828-2023-08,A-49b828,2023-08,2023-08-31,expansion,4975.0,5440.0
A-49b828-2023-10,A-49b828,2023-10,2023-10-31,expansion,9751.0,15191.0
A-49b828-2023-12,A-49b828,2023-12,2023-12-31,expansion,6169.0,21360.0
A-49b828-2024-02,A-49b828,2024-02,2024-02-29,expansion,456.0,21816.0
A-49b828-2024-03,A-49b828,2024-03,2024-03-31,expansion,1470.0,23286.0
A-49b828-2024-04,A-49b828,2024-04,2024-04-30,expansion,1225.0,24511.0
A-49b828-2024-07,A-49b828,2024-07,2024-07-31,expansion,1194.0,25705.0
A-49b828-2024-08,A-49b828,2024-08,2024-08-31,expansion,686.0,26391.0
A-49b828-2024-10,A-49b828,2024-10,2024-10-31,expansion,490.0,26881.0
A-49b828-2024-11,A-49b828,2024-11,2024-11-30,expansion,4227.0,31108.0
A-4a267b-2024-05,A-4a267b,2024-05,2024-05-31,new,5771.0,5771.0
A-4a267b-2024-06,A-4a267b,2024-06,2024-06-30,expansion,475.0,6246.0
A-4a267b-2024-08,A-4a267b,2024-08,2024-08-31,expansion,1225.0,7471.0
A-4a267b-2024-09,A-4a267b,2024-09,2024-09-30,expansion,8454.0,15925.0
A-4a267b-2024-10,A-4a267b,2024-10,2024-10-31,expansion,11508.0,27433.0
A-4a4c2d-2023-07,A-4a4c2d,2023-07,2023-07-31,new,3078.0,3078.0
A-4a4c2d-2023-08,A-4a4c2d,2023-08,2023-08-31,expansion,1026.0,4104.0
A-4a4c2d-2023-09,A-4a4c2d,2023-09,2023-09-30,expansion,10746.0,14850.0
A-4a4c2d-2023-12,A-4a4c2d,2023-12,2023-12-31,expansion,10746.0,25596.0
A-4a4c2d-2024-02,A-4a4c2d,2024-02,2024-02-29,expansion,1620.0,27216.0
A-4a4c2d-2024-07,A-4a4c2d,2024-07,2024-07-31,expansion,1026.0,28242.0
A-4a4c2d-2024-09,A-4a4c2d,2024-09,2024-09-30,expansion,1026.0,29268.0
A-4a4c2d-2024-10,A-4a4c2d,2024-10,2024-10-31,expansion,1026.0,30294.0
A-4a4c2d-2024-12,A-4a4c2d,2024-12,2024-12-31,expansion,2646.0,32940.0
A-4ae22a-2024-05,A-4ae22a,2024-05,2024-05-31,new,5572.0,5572.0
A-4ae22a-2024-07,A-4ae22a,2024-07,2024-07-31,expansion,1194.0,6766.0
A-4ae22a-2024-08,A-4ae22a,2024-08,2024-08-31,expansion,294.0,7060.0
A-4ae22a-2024-09,A-4ae22a,2024-09,2024-09-30,expansion,532.0,7592.0
A-4ae22a-2024-10,A-4ae22a,2024-10,2024-10-31,expansion,1194.0,8786.0
A-4ae22a-2024-11,A-4ae22a,2024-11,2024-11-30,contraction,-5458.0,3328.0
A-4ae22a-2024-12,A-4ae22a,2024-12,2024-12-31,expansion,532.0,3860.0
A-4bfa33-2024-12,A-4bfa33,2024-12,2024-12-31,new,5606.0,5606.0
A-4c38bc-2024-03,A-4c38bc,2024-03,2024-03-31,new,684.0,684.0
A-4c38bc-2024-04,A-4c38bc,2024-04,2024-04-30,expansion,8532.0,9216.0
A-4c38bc-2024-05,A-4c38bc,2024-05,2024-05-31,expansion,3528.0,12744.0
A-4c38bc-2024-06,A-4c38bc,2024-06,2024-06-30,expansion,1764.0,14508.0
A-4c38bc-2024-07,A-4c38bc,2024-07,2024-07-31,expansion,7848.0,22356.0
A-4c38bc-2024-08,A-4c38bc,2024-08,2024-08-31,expansion,7164.0,29520.0
A-4c38bc-2024-10,A-4c38bc,2024-10,2024-10-31,expansion,7848.0,37368.0
A-4c38bc-2024-11,A-4c38bc,2024-11,2024-11-30,expansion,6480.0,43848.0
A-4c38bc-2024-12,A-4c38bc,2024-12,2024-12-31,expansion,3528.0,47376.0
A-4c56c9-2024-05,A-4c56c9,2024-05,2024-05-31,new,2758.0,2758.0
A-4c56c9-2024-07,A-4c56c9,2024-07,2024-07-31,expansion,1110.0,3868.0
A-4c56c9-2024-08,A-4c56c9,2024-08,2024-08-31,expansion,9751.0,13619.0
A-4c56c9-2024-09,A-4c56c9,2024-09,2024-09-30,expansion,7164.0,20783.0
A-4c56c9-2024-11,A-4c56c9,2024-11,2024-11-30,expansion,2700.0,23483.0
A-4c56c9-2024-12,A-4c56c9,2024-12,2024-12-31,contraction,-3645.0,19838.0
A-4c6f11-2024-03,A-4c6f11,2024-03,2024-03-31,new,4776.0,4776.0
A-4c6f11-2024-05,A-4c6f11,2024-05,2024-05-31,expansion,1689.0,6465.0
A-4c6f11-2024-07,A-4c6f11,2024-07,2024-07-31,expansion,665.0,7130.0
A-4c6f11-2024-08,A-4c6f11,2024-08,2024-08-31,expansion,456.0,7586.0
A-4d1e75-2024-09,A-4d1e75,2024-09,2024-09-30,new,13698.0,13698.0
A-4d1e75-2024-10,A-4d1e75,2024-10,2024-10-31,expansion,13882.0,27580.0
A-4d1e75-2024-11,A-4d1e75,2024-11,2024-11-30,expansion,3430.0,31010.0
A-4d1e75-2024-12,A-4d1e75,2024-12,2024-12-31,expansion,380.0,31390.0
A-4e0e85-2024-02,A-4e0e85,2024-02,2024-02-29,new,1194.0,1194.0
A-4e0e85-2024-04,A-4e0e85,2024-04,2024-04-30,expansion,1194.0,2388.0
A-4e0e85-2024-06,A-4e0e85,2024-06,2024-06-30,expansion,1862.0,4250.0
A-4e0e85-2024-07,A-4e0e85,2024-07,2024-07-31,expansion,294.0,4544.0
A-4e44e8-2024-08,A-4e44e8,2024-08,2024-08-31,new,1102.0,1102.0
A-4e44e8-2024-09,A-4e44e8,2024-09,2024-09-30,expansion,16294.0,17396.0
A-4e44e8-2024-10,A-4e44e8,2024-10,2024-10-31,contraction,-15332.0,2064.0
A-4e44e8-2024-11,A-4e44e8,2024-11,2024-11-30,expansion,15084.0,17148.0
A-4e44e8-2024-12,A-4e44e8,2024-12,2024-12-31,expansion,3383.0,20531.0
A-4e631b-2024-03,A-4e631b,2024-03,2024-03-31,new,7960.0,7960.0
A-4e631b-2024-05,A-4e631b,2024-05,2024-05-31,expansion,4378.0,12338.0
A-4e631b-2024-07,A-4e631b,2024-07,2024-07-31,expansion,418.0,12756.0
A-4e631b-2024-08,A-4e631b,2024-08,2024-08-31,expansion,418.0,13174.0
A-4e631b-2024-10,A-4e631b,2024-10,2024-10-31,expansion,4796.0,17970.0
A-4e631b-2024-11,A-4e631b,2024-11,2024-11-30,expansion,6010.0,23980.0
A-4e631b-2024-12,A-4e631b,2024-12,2024-12-31,expansion,418.0,24398.0
A-4e960a-2024-03,A-4e960a,2024-03,2024-03-31,new,228.0,228.0
A-4e960a-2024-04,A-4e960a,2024-04,2024-04-30,expansion,18706.0,18934.0
A-4e960a-2024-06,A-4e960a,2024-06,2024-06-30,expansion,988.0,19922.0
A-4e960a-2024-07,A-4e960a,2024-07,2024-07-31,expansion,2388.0,22310.0
A-4e960a-2024-08,A-4e960a,2024-08,2024-08-31,expansion,588.0,22898.0
A-4e960a-2024-09,A-4e960a,2024-09,2024-09-30,expansion,228.0,23126.0
A-4e960a-2024-11,A-4e960a,2024-11,2024-11-30,expansion,588.0,23714.0
A-4e960a-2024-12,A-4e960a,2024-12,2024-12-31,expansion,228.0,23942.0
A-4ef964-2024-04,A-4ef964,2024-04,2024-04-30,new,3383.0,3383.0
A-4ef964-2024-05,A-4ef964,2024-05,2024-05-31,expansion,833.0,4216.0
A-4ef964-2024-06,A-4ef964,2024-06,2024-06-30,expansion,833.0,5049.0
A-4ef964-2024-07,A-4ef964,2024-07,2024-07-31,expansion,3383.0,8432.0
A-4ef964-2024-09,A-4ef964,2024-09,2024-09-30,expansion,4152.0,12584.0
A-4ef964-2024-11,A-4ef964,2024-11,2024-11-30,expansion,973.0,13557.0
A-4f18f0-2024-04,A-4f18f0,2024-04,2024-04-30,new,1176.0,1176.0
A-4f18f0-2024-06,A-4f18f0,2024-06,2024-06-30,expansion,5232.0,6408.0
A-4f18f0-2024-07,A-4f18f0,2024-07,2024-07-31,expansion,6408.0,12816.0
A-4f18f0-2024-08,A-4f18f0,2024-08,2024-08-31,expansion,475.0,13291.0
A-4f18f0-2024-09,A-4f18f0,2024-09,2024-09-30,contraction,-456.0,12835.0
A-4f18f0-2024-10,A-4f18f0,2024-10,2024-10-31,expansion,16517.0,29352.0
A-4f18f0-2024-11,A-4f18f0,2024-11,2024-11-30,contraction,-475.0,28877.0
A-4f18f0-2024-12,A-4f18f0,2024-12,2024-12-31,expansion,456.0,29333.0
A-503d5a-2023-10,A-503d5a,2023-10,2023-10-31,new,931.0,931.0
A-503d5a-2023-11,A-503d5a,2023-11,2023-11-30,expansion,2388.0,3319.0
A-503d5a-2024-03,A-503d5a,2024-03,2024-03-31,expansion,2141.0,5460.0
A-503d5a-2024-06,A-503d5a,2024-06,2024-06-30,expansion,294.0,5754.0
A-503d5a-2024-11,A-503d5a,2024-11,2024-11-30,expansion,190.0,5944.0
A-503d5a-2024-12,A-503d5a,2024-12,2024-12-31,expansion,11940.0,17884.0
A-508199-2024-01,A-508199,2024-01,2024-01-31,new,3781.0,3781.0
A-508199-2024-02,A-508199,2024-02,2024-02-29,expansion,874.0,4655.0
A-508199-2024-04,A-508199,2024-04,2024-04-30,expansion,3781.0,8436.0
A-50bb9f-2024-07,A-50bb9f,2024-07,2024-07-31,new,6965.0,6965.0
A-50bb9f-2024-08,A-50bb9f,2024-08,2024-08-31,expansion,438.0,7403.0
A-50bb9f-2024-10,A-50bb9f,2024-10,2024-10-31,expansion,3980.0,11383.0
A-50bb9f-2024-11,A-50bb9f,2024-11,2024-11-30,expansion,1470.0,12853.0
A-50bb9f-2024-12,A-50bb9f,2024-12,2024-12-31,expansion,2646.0,15499.0
A-50f3f7-2024-01,A-50f3f7,2024-01,2024-01-31,new,8955.0,8955.0
A-50f3f7-2024-02,A-50f3f7,2024-02,2024-02-29,expansion,589.0,9544.0
A-50f3f7-2024-04,A-50f3f7,2024-04,2024-04-30,expansion,969.0,10513.0
A-50f3f7-2024-05,A-50f3f7,2024-05,2024-05-31,expansion,3038.0,13551.0
A-50f3f7-2024-06,A-50f3f7,2024-06,2024-06-30,expansion,1519.0,15070.0
A-50f3f7-2024-07,A-50f3f7,2024-07,2024-07-31,expansion,2108.0,17178.0
A-50f3f7-2024-10,A-50f3f7,2024-10,2024-10-31,expansion,6169.0,23347.0
A-50f3f7-2024-11,A-50f3f7,2024-11,2024-11-30,expansion,8392.0,31739.0
A-50f3f7-2024-12,A-50f3f7,2024-12,2024-12-31,expansion,12338.0,44077.0
A-51ec1b-2024-02,A-51ec1b,2024-02,2024-02-29,new,209.0,209.0
A-51ec1b-2024-04,A-51ec1b,2024-04,2024-04-30,expansion,1393.0,1602.0
A-51ec1b-2024-08,A-51ec1b,2024-08,2024-08-31,expansion,3582.0,5184.0
A-51ec1b-2024-10,A-51ec1b,2024-10,2024-10-31,expansion,2520.0,7704.0
A-51ec1b-2024-11,A-51ec1b,2024-11,2024-11-30,expansion,3383.0,11087.0
A-51ec1b-2024-12,A-51ec1b,2024-12,2024-12-31,contraction,-2520.0,8567.0
A-524364-2024-12,A-524364,2024-12,2024-12-31,new,9552.0,9552.0
A-5247b3-2024-03,A-5247b3,2024-03,2024-03-31,new,3184.0,3184.0
A-5247b3-2024-05,A-5247b3,2024-05,2024-05-31,expansion,627.0,3811.0
A-5247b3-2024-06,A-5247b3,2024-06,2024-06-30,expansion,3488.0,7299.0
A-5247b3-2024-07,A-5247b3,2024-07,2024-07-31,expansion,1176.0,8475.0
A-5247b3-2024-09,A-5247b3,2024-09,2024-09-30,expansion,784.0,9259.0
A-5247b3-2024-10,A-5247b3,2024-10,2024-10-31,expansion,1126.0,10385.0
A-5247b3-2024-11,A-5247b3,2024-11,2024-11-30,expansion,1406.0,11791.0
A-526d93-2024-04,A-526d93,2024-04,2024-04-30,new,18308.0,18308.0
A-526d93-2024-06,A-526d93,2024-06,2024-06-30,expansion,855.0,19163.0
A-526d93-2024-07,A-526d93,2024-07,2024-07-31,expansion,2107.0,21270.0
A-526d93-2024-09,A-526d93,2024-09,2024-09-30,expansion,8557.0,29827.0
A-526d93-2024-10,A-526d93,2024-10,2024-10-31,expansion,817.0,30644.0
A-526d93-2024-11,A-526d93,2024-11,2024-11-30,expansion,8557.0,39201.0
A-526d93-2024-12,A-526d93,2024-12,2024-12-31,contraction,-8557.0,30644.0
A-52dd88-2023-03,A-52dd88,2023-03,2023-03-31,new,1274.0,1274.0
A-52dd88-2023-10,A-52dd88,2023-10,2023-10-31,expansion,1127.0,2401.0
A-52dd88-2023-12,A-52dd88,2023-12,2023-12-31,expansion,1311.0,3712.0
A-52dd88-2024-03,A-52dd88,2024-03,2024-03-31,expansion,1127.0,4839.0
A-52dd88-2024-08,A-52dd88,2024-08,2024-08-31,expansion,5174.0,10013.0
A-52dd88-2024-09,A-52dd88,2024-09,2024-09-30,expansion,4577.0,14590.0
A-52dd88-2024-11,A-52dd88,2024-11,2024-11-30,expansion,532.0,15122.0
A-52dd88-2024-12,A-52dd88,2024-12,2024-12-31,expansion,1470.0,16592.0
A-533452-2024-11,A-533452,2024-11,2024-11-30,new,17273.0,17273.0
A-533452-2024-12,A-533452,2024-12,2024-12-31,expansion,3391.0,20664.0
A-53f4e3-2024-06,A-53f4e3,2024-06,2024-06-30,new,931.0,931.0
A-53f4e3-2024-09,A-53f4e3,2024-09,2024-09-30,expansion,4398.0,5329.0
A-53f4e3-2024-10,A-53f4e3,2024-10,2024-10-31,expansion,4899.0,10228.0
A-53f4e3-2024-11,A-53f4e3,2024-11,2024-11-30,expansion,589.0,10817.0
A-53f4e3-2024-12,A-53f4e3,2024-12,2024-12-31,expansion,275.0,11092.0
A-544d0a-2024-05,A-544d0a,2024-05,2024-05-31,new,2107.0,2107.0
A-544d0a-2024-06,A-544d0a,2024-06,2024-06-30,expansion,503.0,2610.0
A-544d0a-2024-07,A-544d0a,2024-07,2024-07-31,expansion,995.0,3605.0
A-544d0a-2024-09,A-544d0a,2024-09,2024-09-30,expansion,14157.0,17762.0
A-544d0a-2024-10,A-544d0a,2024-10,2024-10-31,expansion,294.0,18056.0
A-544d0a-2024-12,A-544d0a,2024-12,2024-12-31,expansion,436.0,18492.0
A-54d94a-2023-12,A-54d94a,2023-12,2023-12-31,new,2368.0,2368.0
A-54d94a-2024-01,A-54d94a,2024-01,2024-01-31,expansion,2548.0,4916.0
A-54d94a-2024-02,A-54d94a,2024-02,2024-02-29,expansion,1323.0,6239.0
A-54d94a-2024-07,A-54d94a,2024-07,2024-07-31,expansion,513.0,6752.0
A-54d94a-2024-08,A-54d94a,2024-08,2024-08-31,expansion,1323.0,8075.0
A-54d94a-2024-10,A-54d94a,2024-10,2024-10-31,expansion,2646.0,10721.0
A-54d94a-2024-12,A-54d94a,2024-12,2024-12-31,expansion,1836.0,12557.0
A-54ecc2-2023-08,A-54ecc2,2023-08,2023-08-31,new,196.0,196.0
A-54ecc2-2023-09,A-54ecc2,2023-09,2023-09-30,expansion,2189.0,2385.0
A-54ecc2-2023-11,A-54ecc2,2023-11,2023-11-30,expansion,76.0,2461.0
A-54ecc2-2024-04,A-54ecc2,2024-04,2024-04-30,expansion,5970.0,8431.0
A-54ecc2-2024-08,A-54ecc2,2024-08,2024-08-31,expansion,713.0,9144.0
A-54ecc2-2024-09,A-54ecc2,2024-09,2024-09-30,expansion,457.0,9601.0
A-54ecc2-2024-10,A-54ecc2,2024-10,2024-10-31,expansion,6567.0,16168.0
A-558c72-2023-06,A-558c72,2023-06,2023-06-30,new,784.0,784.0
A-558c72-2023-12,A-558c72,2023-12,2023-12-31,expansion,588.0,1372.0
A-558c72-2024-01,A-558c72,2024-01,2024-01-31,expansion,2388.0,3760.0
A-558c72-2024-03,A-558c72,2024-03,2024-03-31,expansion,825.0,4585.0
A-558c72-2024-06,A-558c72,2024-06,2024-06-30,expansion,1463.0,6048.0
A-558c72-2024-10,A-558c72,2024-10,2024-10-31,expansion,735.0,6783.0
A-55f257-2024-01,A-55f257,2024-01,2024-01-31,new,5018.0,5018.0
A-55f257-2024-02,A-55f257,2024-02,2024-02-29,expansion,637.0,5655.0
A-55f257-2024-03,A-55f257,2024-03,2024-03-31,expansion,1127.0,6782.0
A-55f257-2024-06,A-55f257,2024-06,2024-06-30,expansion,1176.0,7958.0
A-55f257-2024-08,A-55f257,2024-08,2024-08-31,expansion,4179.0,12137.0
A-560d27-2024-05,A-560d27,2024-05,2024-05-31,new,14129.0,14129.0
A-560d27-2024-06,A-560d27,2024-06,2024-06-30,expansion,1127.0,15256.0
A-560d27-2024-07,A-560d27,2024-07,2024-07-31,expansion,15920.0,31176.0
A-560d27-2024-10,A-560d27,2024-10,2024-10-31,expansion,9591.0,40767.0
A-560d27-2024-11,A-560d27,2024-11,2024-11-30,expansion,874.0,41641.0
A-560d27-2024-12,A-560d27,2024-12,2024-12-31,contraction,-4577.0,37064.0
A-56962b-2024-08,A-56962b,2024-08,2024-08-31,new,3097.0,3097.0
A-56962b-2024-09,A-56962b,2024-09,2024-09-30,expansion,19071.0,22168.0
A-56962b-2024-12,A-56962b,2024-12,2024-12-31,expansion,32437.0,54605.0
A-5790f4-2024-12,A-5790f4,2024-12,2024-12-31,new,18926.0,18926.0
A-58b9ff-2024-06,A-58b9ff,2024-06,2024-06-30,new,294.0,294.0
A-58b9ff-2024-07,A-58b9ff,2024-07,2024-07-31,expansion,692.0,986.0
A-58b9ff-2024-08,A-58b9ff,2024-08,2024-08-31,expansion,98.0,1084.0
A-58b9ff-2024-09,A-58b9ff,2024-09,2024-09-30,expansion,19295.0,20379.0
A-58b9ff-2024-10,A-58b9ff,2024-10,2024-10-31,expansion,248.0,20627.0
A-58b9ff-2024-11,A-58b9ff,2024-11,2024-11-30,expansion,1617.0,22244.0
A-592832-2024-09,A-592832,2024-09,2024-09-30,new,12605.0,12605.0
A-592832-2024-10,A-592832,2024-10,2024-10-31,expansion,7861.0,20466.0
A-592832-2024-11,A-592832,2024-11,2024-11-30,expansion,2106.0,22572.0
A-592832-2024-12,A-592832,2024-12,2024-12-31,expansion,9999.0,32571.0
A-59f724-2024-01,A-59f724,2024-01,2024-01-31,new,5260.0,5260.0
A-59f724-2024-05,A-59f724,2024-05,2024-05-31,expansion,1225.0,6485.0
A-59f724-2024-06,A-59f724,2024-06,2024-06-30,expansion,2007.0,8492.0
A-59f724-2024-07,A-59f724,2024-07,2024-07-31,expansion,939.0,9431.0
A-59f724-2024-12,A-59f724,2024-12,2024-12-31,expansion,342.0,9773.0
A-5a184f-2023-09,A-5a184f,2023-09,2023-09-30,new,1406.0,1406.0
A-5a184f-2023-11,A-5a184f,2023-11,2023-11-30,expansion,2009.0,3415.0
A-5a184f-2023-12,A-5a184f,2023-12,2023-12-31,expansion,4378.0,7793.0
A-5a184f-2024-01,A-5a184f,2024-01,2024-01-31,expansion,9401.0,17194.0
A-5a184f-2024-04,A-5a184f,2024-04,2024-04-30,expansion,2786.0,19980.0
A-5a184f-2024-10,A-5a184f,2024-10,2024-10-31,expansion,19.0,19999.0
A-5a184f-2024-11,A-5a184f,2024-11,2024-11-30,expansion,684.0,20683.0
A-5a215a-2024-01,A-5a215a,2024-01,2024-01-31,new,1653.0,1653.0
A-5a215a-2024-02,A-5a215a,2024-02,2024-02-29,expansion,4263.0,5916.0
A-5a215a-2024-03,A-5a215a,2024-03,2024-03-31,expansion,17313.0,23229.0
A-5a215a-2024-05,A-5a215a,2024-05,2024-05-31,expansion,34626.0,57855.0
A-5a215a-2024-07,A-5a215a,2024-07,2024-07-31,expansion,8526.0,66381.0
A-5a215a-2024-09,A-5a215a,2024-09,2024-09-30,expansion,51939.0,118320.0
A-5a215a-2024-10,A-5a215a,2024-10,2024-10-31,expansion,1653.0,119973.0
A-5a215a-2024-11,A-5a215a,2024-11,2024-11-30,expansion,1653.0,121626.0
A-5a215a-2024-12,A-5a215a,2024-12,2024-12-31,contraction,-17313.0,104313.0
A-5a3eb9-2023-09,A-5a3eb9,2023-09,2023-09-30,new,4067.0,4067.0
A-5a3eb9-2023-12,A-5a3eb9,2023-12,2023-12-31,expansion,551.0,4618.0
A-5a3eb9-2024-03,A-5a3eb9,2024-03,2024-03-31,expansion,1224.0,5842.0
A-5a3eb9-2024-05,A-5a3eb9,2024-05,2024-05-31,expansion,3582.0,9424.0
A-5a3eb9-2024-06,A-5a3eb9,2024-06,2024-06-30,expansion,4141.0,13565.0
A-5a3eb9-2024-08,A-5a3eb9,2024-08,2024-08-31,expansion,1865.0,15430.0
A-5a3eb9-2024-10,A-5a3eb9,2024-10,2024-10-31,expansion,399.0,15829.0
A-5a3eb9-2024-11,A-5a3eb9,2024-11,2024-11-30,expansion,3582.0,19411.0
A-5a3eb9-2024-12,A-5a3eb9,2024-12,2024-12-31,expansion,882.0,20293.0
A-5a92e7-2024-06,A-5a92e7,2024-06,2024-06-30,new,1592.0,1592.0
A-5a92e7-2024-07,A-5a92e7,2024-07,2024-07-31,expansion,3036.0,4628.0
A-5a92e7-2024-08,A-5a92e7,2024-08,2024-08-31,expansion,2303.0,6931.0
A-5a92e7-2024-09,A-5a92e7,2024-09,2024-09-30,expansion,1813.0,8744.0
A-5a92e7-2024-10,A-5a92e7,2024-10,2024-10-31,expansion,1715.0,10459.0
A-5a92e7-2024-11,A-5a92e7,2024-11,2024-11-30,contraction,-355.0,10104.0
A-5a92e7-2024-12,A-5a92e7,2024-12,2024-12-31,expansion,1771.0,11875.0
A-5b051a-2024-09,A-5b051a,2024-09,2024-09-30,new,418.0,418.0
A-5b051a-2024-10,A-5b051a,2024-10,2024-10-31,expansion,418.0,836.0
A-5b051a-2024-11,A-5b051a,2024-11,2024-11-30,expansion,418.0,1254.0
A-5b051a-2024-12,A-5b051a,2024-12,2024-12-31,expansion,1078.0,2332.0
A-5b1bcd-2023-09,A-5b1bcd,2023-09,2023-09-30,new,1387.0,1387.0
A-5b1bcd-2023-10,A-5b1bcd,2023-10,2023-10-31,expansion,29054.0,30441.0
A-5b1bcd-2023-11,A-5b1bcd,2023-11,2023-11-30,expansion,14527.0,44968.0
A-5b1bcd-2024-01,A-5b1bcd,2024-01,2024-01-31,expansion,15914.0,60882.0
A-5b1bcd-2024-02,A-5b1bcd,2024-02,2024-02-29,expansion,14527.0,75409.0
