customer_id,customer_name,industry,country,signup_date,initial_plan,is_active
A-ad3abd,Company_410,FinTech,US,2023-03-03,Pro,0
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,Enterprise,0
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,Pro,0
A-5a92e7,Company_413,HealthTech,US,2024-06-11,Pro,0
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,Basic,0
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,Pro,0
A-1e1b80,Company_416,FinTech,CA,2023-09-12,Enterprise,0
A-659280,Company_417,FinTech,IN,2023-11-17,Enterprise,0
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,Basic,0
A-cb6cc6,Company_419,DevTools,US,2023-04-03,Basic,0
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,Pro,0
A-d535f6,Company_421,DevTools,US,2024-09-03,Basic,0
A-39868b,Company_422,FinTech,AU,2024-03-17,Pro,0
A-3cc791,Company_423,EdTech,US,2024-01-10,Enterprise,0
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,Pro,0
A-58b9ff,Company_425,DevTools,IN,2024-05-31,Enterprise,0
A-bf7919,Company_426,HealthTech,US,2024-11-27,Pro,0
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,Basic,0
A-0f3e88,Company_428,HealthTech,US,2023-07-23,Basic,0
A-7641d3,Company_429,EdTech,US,2023-02-16,Pro,0
A-cd458b,Company_430,DevTools,US,2024-06-15,Basic,0
A-c16b88,Company_431,HealthTech,US,2023-12-02,Enterprise,0
A-59f724,Company_432,HealthTech,US,2023-11-03,Enterprise,0
A-87aa7b,Company_433,HealthTech,US,2024-05-16,Pro,0
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,Pro,0
A-39ddf4,Company_435,EdTech,US,2024-12-05,Enterprise,0
A-34ea2f,Company_436,HealthTech,US,2024-08-15,Enterprise,0
A-716841,Company_437,FinTech,US,2024-05-06,Pro,0
A-558c72,Company_438,FinTech,US,2023-06-01,Basic,0
A-b11cd0,Company_439,DevTools,US,2023-01-20,Pro,0
A-cc1d8d,Company_440,FinTech,US,2024-12-08,Pro,0
A-7f4db3,Company_441,FinTech,US,2023-03-05,Pro,0
A-db5e9e,Company_442,DevTools,US,2024-11-09,Basic,0
A-cc102e,Company_443,HealthTech,US,2024-04-15,Enterprise,0
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28,Basic,0
A-dec005,Company_445,HealthTech,US,2023-10-13,Pro,0
A-5790f4,Company_446,FinTech,UK,2024-12-22,Pro,0
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,Pro,0
A-297a2d,Company_448,HealthTech,UK,2023-05-05,Pro,0
A-4c56c9,Company_449,FinTech,US,2023-12-20,Enterprise,0
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,Enterprise,0
A-4a267b,Company_451,FinTech,US,2024-05-05,Pro,0
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,Enterprise,0
A-427b69,Company_453,FinTech,US,2024-08-23,Basic,0
A-0be015,Company_454,FinTech,US,2024-10-15,Pro,0
A-054577,Company_455,EdTech,UK,2024-04-28,Basic,0
A-bc87bc,Company_456,FinTech,US,2024-07-17,Pro,0
A-0f7d77,Company_457,FinTech,IN,2024-10-28,Pro,0
A-e7beab,Company_458,EdTech,DE,2023-10-20,Enterprise,0
A-a09355,Company_459,FinTech,US,2024-08-10,Basic,0
A-31ab9a,Company_460,FinTech,DE,2024-03-03,Pro,0
A-0158bb,Company_461,FinTech,DE,2024-05-22,Basic,0
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,Pro,0
A-798a3f,Company_463,DevTools,FR,2023-10-19,Enterprise,0
A-42b791,Company_464,FinTech,AU,2024-05-20,Pro,0
A-068fc6,Company_465,EdTech,US,2023-07-17,Enterprise,0
A-6f50ae,Company_466,FinTech,US,2023-09-21,Pro,0
A-a2485e,Company_467,FinTech,US,2024-08-04,Pro,0
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,Basic,0
A-cc98bc,Company_469,DevTools,US,2023-05-24,Basic,0
A-d77f4c,Company_470,DevTools,US,2023-09-25,Pro,0
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,Pro,0
A-700ade,Company_472,Cybersecurity,UK,2024-10-31,Enterprise,0
A-4a4c2d,Company_473,DevTools,US,2023-05-02,Enterprise,0
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,Pro,0
A-e08cd3,Company_475,FinTech,US,2024-09-21,Pro,0
A-19b2c8,Company_476,DevTools,IN,2023-06-06,Pro,0
A-970c97,Company_477,HealthTech,DE,2024-03-01,Enterprise,0
A-6dee43,Company_478,FinTech,UK,2023-08-12,Basic,0
A-5ed98d,Company_479,DevTools,US,2024-06-22,Basic,0
A-c58f49,Company_480,EdTech,US,2024-07-31,Enterprise,0
A-9c18c4,Company_481,HealthTech,US,2023-07-27,Pro,0
A-cc8c8f,Company_482,DevTools,US,2024-06-16,Enterprise,0
A-5f7781,Company_483,DevTools,US,2024-08-20,Pro,0
A-e1b9cd,Company_484,DevTools,US,2023-02-26,Pro,0
A-ac85cd,Company_485,EdTech,US,2024-07-31,Enterprise,0
A-d792a6,Company_486,DevTools,US,2023-01-23,Enterprise,0
A-ac9111,Company_487,HealthTech,US,2023-08-12,Pro,0
A-18793f,Company_488,EdTech,US,2024-12-18,Basic,0
A-9f0b68,Company_489,EdTech,US,2024-04-28,Basic,0
A-d3c88e,Company_490,DevTools,US,2024-10-18,Pro,0
A-ccb686,Company_491,DevTools,US,2024-01-22,Basic,0
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,Pro,0
A-0e966d,Company_493,FinTech,IN,2024-06-25,Basic,0
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,Pro,0
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,Pro,0
A-55f257,Company_496,FinTech,US,2023-12-21,Basic,0
A-d26ab4,Company_497,DevTools,UK,2024-11-07,Basic,0
A-712533,Company_498,EdTech,US,2023-07-31,Pro,0
A-781cc0,Company_499,EdTech,US,2024-09-04,Pro,0
